id,type,solver,label,status,submitted_on,solved_on
2c3600fa-e5d2-462b-a166-775bc2c1902a,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_4_9_2,COMPLETED,2025-06-19T15:38:56.256487Z,2025-06-19T15:38:56.777070Z
4926a9bd-f20c-4471-932b-7bb60cfac285,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_4_6_2,COMPLETED,2025-06-19T15:38:53.987014Z,2025-06-19T15:38:54.501906Z
20fd6c11-f462-4602-975e-883cda4b0671,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_4_5_2,COMPLETED,2025-06-19T15:38:51.670301Z,2025-06-19T15:38:52.239663Z
7af18914-3dd1-43f4-938d-898e63d30866,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_4_3_2,COMPLETED,2025-06-19T15:38:49.394342Z,2025-06-19T15:38:49.925140Z
09bc4b91-227b-4a52-b516-5358fc0fc61c,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_4_2_2,COMPLETED,2025-06-19T15:38:47.172985Z,2025-06-19T15:38:47.672995Z
fdfe17a4-d56c-4c2d-a4c0-e46e61947741,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_4_0_2,COMPLETED,2025-06-19T15:38:44.885735Z,2025-06-19T15:38:45.403921Z
c9c1d0ec-d4a0-4109-b183-8b186a073868,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_3_9_2,COMPLETED,2025-06-19T15:38:42.644948Z,2025-06-19T15:38:43.156886Z
243acfc9-c570-4281-9a05-517dfdac5fa3,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_3_8_2,COMPLETED,2025-06-19T15:38:40.322389Z,2025-06-19T15:38:40.900430Z
33b3337d-e0d5-44f2-a087-64cf00a87f38,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_3_7_2,COMPLETED,2025-06-19T15:38:38.018803Z,2025-06-19T15:38:38.583189Z
407958db-0f6b-454e-93a1-ac60fa046d5a,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_3_3_2,COMPLETED,2025-06-19T15:38:35.702154Z,2025-06-19T15:38:36.225118Z
e1eabe4b-9e66-4a3d-ac6e-248bdeeae6ce,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_3_2_2,COMPLETED,2025-06-19T15:38:33.446487Z,2025-06-19T15:38:33.966764Z
66f59c51-7e59-43b8-bdbe-1c58f975bab5,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_3_0_2,COMPLETED,2025-06-19T15:38:30.959124Z,2025-06-19T15:38:31.527334Z
a1d26aef-b146-4b7d-8da7-df0561007a33,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_2_9_2,COMPLETED,2025-06-19T15:38:28.535815Z,2025-06-19T15:38:29.060199Z
46049ad3-8eca-471b-822f-86abeb453a43,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_2_6_2,COMPLETED,2025-06-19T15:38:26.126346Z,2025-06-19T15:38:26.624575Z
9b984a9c-7d2e-40f0-a352-8ce81cd94114,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_2_4_2,COMPLETED,2025-06-19T15:38:23.662253Z,2025-06-19T15:38:24.195052Z
00d7a122-7139-4bcb-ac54-8b6780d95d4d,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_2_2_2,COMPLETED,2025-06-19T15:38:21.207211Z,2025-06-19T15:38:21.720403Z
780f658a-338a-4acd-b62f-c6a7d35a8d70,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_1_9_2,COMPLETED,2025-06-19T15:38:17.872267Z,2025-06-19T15:38:18.439559Z
03e1f41a-e5b9-4424-84c3-d4cae7308954,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_1_8_2,COMPLETED,2025-06-19T15:38:14.123313Z,2025-06-19T15:38:14.711997Z
f6b5f12c-7d44-4725-8d38-ae6fd7f511fe,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_1_6_2,COMPLETED,2025-06-19T15:38:10.165381Z,2025-06-19T15:38:10.721670Z
4a5fb9f0-247d-4206-9a6c-ca5e0c102772,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_1_5_2,COMPLETED,2025-06-19T15:38:06.137959Z,2025-06-19T15:38:06.743382Z
0827a82e-4be7-418c-90bd-8bbd36260773,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.9_0_6_2,COMPLETED,2025-06-19T15:38:02.306625Z,2025-06-19T15:38:02.900065Z
2db955ae-52ea-40ec-8a62-736365390e5f,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_4_9_2,COMPLETED,2025-06-19T15:36:59.199188Z,2025-06-19T15:36:59.715273Z
80cdd131-d487-4e20-b8ae-b2a8a04efed3,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_4_8_2,COMPLETED,2025-06-19T15:36:56.940301Z,2025-06-19T15:36:57.467890Z
4d79cc13-f096-4c0d-a5d9-96b9c1c2ed4e,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_4_7_2,COMPLETED,2025-06-19T15:36:54.740863Z,2025-06-19T15:36:55.240477Z
f3f1b54d-db84-49df-afec-3eaa292c9411,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_4_6_2,COMPLETED,2025-06-19T15:36:52.555367Z,2025-06-19T15:36:53.046315Z
b366645d-c369-4cb8-aa5a-b045845e906f,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_4_5_2,COMPLETED,2025-06-19T15:36:50.258979Z,2025-06-19T15:36:50.843665Z
98cac564-9a54-4d30-913e-e27a9a4baac4,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_4_4_2,COMPLETED,2025-06-19T15:36:48.001412Z,2025-06-19T15:36:48.508374Z
faf7cd03-2a04-4437-9ef1-0201ffafa1fb,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_4_3_2,COMPLETED,2025-06-19T15:36:45.833394Z,2025-06-19T15:36:46.308191Z
66bacfcc-57c7-4cd9-8ad3-8947c778acaa,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_4_2_2,COMPLETED,2025-06-19T15:36:43.629794Z,2025-06-19T15:36:44.137514Z
74da30e7-e7d5-4722-813c-9922d99d2109,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_4_1_2,COMPLETED,2025-06-19T15:36:41.369920Z,2025-06-19T15:36:41.892428Z
f009c5ca-0870-4625-8a6e-58e5c8e7b06e,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_4_0_2,COMPLETED,2025-06-19T15:36:39.005365Z,2025-06-19T15:36:39.579746Z
d45653a7-4b4f-4f16-8b93-f3196eb457e8,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_3_9_2,COMPLETED,2025-06-19T15:36:36.665258Z,2025-06-19T15:36:37.272658Z
3728a312-e74a-4122-a6d8-cc88a00ea91f,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_3_8_2,COMPLETED,2025-06-19T15:36:34.416367Z,2025-06-19T15:36:34.932498Z
9bcdb7b0-7912-43df-b52b-53a0ab13604f,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_3_7_2,COMPLETED,2025-06-19T15:36:32.234620Z,2025-06-19T15:36:32.713139Z
ad00501e-71b6-4718-9fae-9c8e510839b2,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_3_6_2,COMPLETED,2025-06-19T15:36:30.090217Z,2025-06-19T15:36:30.566554Z
576cf767-63e6-4218-b765-ef002045a18e,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_3_5_2,COMPLETED,2025-06-19T15:36:27.945408Z,2025-06-19T15:36:28.454436Z
8453ac93-df66-4b68-90fe-5aea30e027c2,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_3_4_2,COMPLETED,2025-06-19T15:36:25.751494Z,2025-06-19T15:36:26.248807Z
223bbd0a-8f11-4386-8abd-5ec2bf176fe0,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_3_3_2,COMPLETED,2025-06-19T15:36:23.444233Z,2025-06-19T15:36:24.010461Z
cdfbbc20-78e8-4ebb-af95-2127394ad629,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_3_2_2,COMPLETED,2025-06-19T15:36:21.153797Z,2025-06-19T15:36:21.693354Z
9a36441c-6acf-4636-810e-2cdaec1da6ed,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_3_1_2,COMPLETED,2025-06-19T15:36:17.957497Z,2025-06-19T15:36:18.435793Z
c2fc2f33-66c6-47b4-9048-df325e88a5ed,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_3_0_2,COMPLETED,2025-06-19T15:36:15.759833Z,2025-06-19T15:36:16.257341Z
f7e226b1-a356-4c06-994b-f8c7ad61daf6,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_2_9_2,COMPLETED,2025-06-19T15:36:13.535853Z,2025-06-19T15:36:14.026901Z
ae151964-3f1e-4cf8-a58d-11cff90a9aa6,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_2_8_2,COMPLETED,2025-06-19T15:36:11.369313Z,2025-06-19T15:36:11.868763Z
a742915b-9d3f-4e45-b9ea-6e809962c15e,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_2_7_2,COMPLETED,2025-06-19T15:36:09.202398Z,2025-06-19T15:36:09.686494Z
9e01af1b-b375-4360-abee-88b8a1435ecd,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_2_6_2,COMPLETED,2025-06-19T15:36:07.085805Z,2025-06-19T15:36:07.556830Z
bd8f0f8f-484b-45da-942a-f415cf51c1db,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_2_5_2,COMPLETED,2025-06-19T15:36:04.878592Z,2025-06-19T15:36:05.394175Z
bed1dbfa-cce5-492a-9ede-88e7d85ea14c,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_2_4_2,COMPLETED,2025-06-19T15:36:02.670244Z,2025-06-19T15:36:03.202949Z
a677247d-cf5c-497b-9534-b54c6f438380,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_2_3_2,COMPLETED,2025-06-19T15:36:00.312673Z,2025-06-19T15:36:00.902068Z
38c0dd08-928f-4edf-bfcd-b9b18e418eb5,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_2_2_2,COMPLETED,2025-06-19T15:35:58.096997Z,2025-06-19T15:35:58.613437Z
b785f8d3-579b-490d-908d-295fb5526b58,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_2_1_2,COMPLETED,2025-06-19T15:35:55.866341Z,2025-06-19T15:35:56.375313Z
a3771059-a5e7-4d70-9309-c015d2fb043f,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_2_0_2,COMPLETED,2025-06-19T15:35:53.536078Z,2025-06-19T15:35:54.102514Z
c6c30c74-5ab0-40c1-a3da-b9a2c23adf2f,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_1_9_2,COMPLETED,2025-06-19T15:35:51.263004Z,2025-06-19T15:35:51.827203Z
bc2656b5-4ade-4f76-9f78-2a8f6838c5ff,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_1_8_2,COMPLETED,2025-06-19T15:35:49.097670Z,2025-06-19T15:35:49.605767Z
ba6a6aa4-7b15-4445-96e3-b5508adc71c0,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_1_7_2,COMPLETED,2025-06-19T15:35:46.891744Z,2025-06-19T15:35:47.401167Z
72038b04-4772-4f16-bb19-db14d22d1ad5,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_1_6_2,COMPLETED,2025-06-19T15:35:44.691458Z,2025-06-19T15:35:45.226233Z
99bfe926-033b-49e2-b053-1943f6a9c5c7,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_1_5_2,COMPLETED,2025-06-19T15:35:42.471884Z,2025-06-19T15:35:42.992762Z
b026a643-cd7a-43bf-a3fc-adf4fd9de35f,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_1_4_2,COMPLETED,2025-06-19T15:35:40.156415Z,2025-06-19T15:35:40.756912Z
d5b4e48c-0921-4a20-8e04-9a8c49fa6684,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_1_3_2,COMPLETED,2025-06-19T15:35:37.852071Z,2025-06-19T15:35:38.408937Z
57f42aab-9b62-4249-a6f2-9aebf411d80b,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_1_2_2,COMPLETED,2025-06-19T15:35:35.632833Z,2025-06-19T15:35:36.133174Z
a31544b5-1cc7-4b73-b452-dfad000fd6ff,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_1_1_2,COMPLETED,2025-06-19T15:35:33.347437Z,2025-06-19T15:35:33.949866Z
d8030f5d-37d6-40af-a9c1-4d24c25e14d6,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_1_0_2,COMPLETED,2025-06-19T15:35:30.890813Z,2025-06-19T15:35:31.456203Z
18066893-ae85-4805-bfd2-f75cd8e8a5ae,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_0_9_2,COMPLETED,2025-06-19T15:35:28.478512Z,2025-06-19T15:35:29.036621Z
a78aad51-c3fd-4bc2-b1e4-a157e5dc5e6f,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_0_8_2,COMPLETED,2025-06-19T15:35:26.033761Z,2025-06-19T15:35:26.614158Z
8a31ce8b-4d76-4aa0-9016-6060d9cea4d9,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_0_7_2,COMPLETED,2025-06-19T15:35:23.569356Z,2025-06-19T15:35:24.138747Z
d5bbe704-ab7b-44e1-b2eb-4c31fd1b33b8,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_0_5_2,COMPLETED,2025-06-19T15:35:19.889341Z,2025-06-19T15:35:20.435593Z
29ca6de9-bd38-4cb2-a1ae-e02e97e84f00,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_0_4_2,COMPLETED,2025-06-19T15:35:16.621084Z,2025-06-19T15:35:17.121114Z
5f4b9455-e65c-4efa-ada4-05d75f6031b6,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_0_3_2,COMPLETED,2025-06-19T15:35:12.905897Z,2025-06-19T15:35:13.496067Z
9306debc-c319-4b7d-abbe-201f58115879,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_0_2_2,COMPLETED,2025-06-19T15:35:09.171731Z,2025-06-19T15:35:09.722177Z
4b63f625-8a2d-4c9e-8e09-53b4896da985,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_0_1_2,COMPLETED,2025-06-19T15:35:05.303624Z,2025-06-19T15:35:05.920801Z
a9163c68-ed9a-46df-8ca2-1037dcbebcf2,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_165_0.9_0_0_2,COMPLETED,2025-06-19T15:35:01.282521Z,2025-06-19T15:35:01.874556Z
51b397bb-121d-452a-8c71-00c2e9a0e296,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.9_4_9_2,COMPLETED,2025-06-19T15:34:00.371411Z,2025-06-19T15:34:00.876909Z
abc0676c-c50a-4ee9-89e8-3adf52975216,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.9_4_8_2,COMPLETED,2025-06-19T15:33:58.193760Z,2025-06-19T15:33:58.689516Z
881c330c-9b1a-47b9-8387-3ad61d9e6767,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.9_4_7_2,COMPLETED,2025-06-19T15:33:56.047183Z,2025-06-19T15:33:56.535806Z
70e100e8-0bfd-4dfe-86cc-8dbfca801473,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.9_4_6_2,COMPLETED,2025-06-19T15:33:53.910973Z,2025-06-19T15:33:54.376442Z
583dacce-da59-4c6d-8ff7-ea4bf074969a,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.9_4_5_2,COMPLETED,2025-06-19T15:33:51.749257Z,2025-06-19T15:33:52.273922Z
fa90b837-1799-418c-9caf-bf4e7e45fdbf,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.9_4_4_2,COMPLETED,2025-06-19T15:33:49.575672Z,2025-06-19T15:33:50.092793Z
bc0dfc50-e10a-471f-bb2a-b8fa4ad4870b,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.9_4_3_2,COMPLETED,2025-06-19T15:33:47.277954Z,2025-06-19T15:33:47.827633Z
fb8e9293-73bf-40c2-92f2-729cf0e1d58d,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.9_4_2_2,COMPLETED,2025-06-19T15:33:45.012409Z,2025-06-19T15:33:45.545988Z
4e8e9585-8bd1-40c4-8adc-3bf90f382b21,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.9_4_1_2,COMPLETED,2025-06-19T15:33:42.837180Z,2025-06-19T15:33:43.350193Z
732e4a93-c303-4f9b-a8e8-cf152b8a4c60,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.9_4_0_2,COMPLETED,2025-06-19T15:33:40.676480Z,2025-06-19T15:33:41.182025Z
9ded6d74-6605-4577-be74-06c457f0ae02,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.9_3_9_2,COMPLETED,2025-06-19T15:33:38.516410Z,2025-06-19T15:33:39.010793Z
2f99534e-fa2b-4612-8047-f38516bab6d0,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.9_3_8_2,COMPLETED,2025-06-19T15:33:36.301478Z,2025-06-19T15:33:36.840308Z
7a8a8f7c-5e91-4ed1-b5a6-44d7a282726d,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.9_3_7_2,COMPLETED,2025-06-19T15:33:34.187822Z,2025-06-19T15:33:34.667754Z
b3d4831c-2bd6-494c-b0c9-4898d5e7cd1c,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_155_0.9_3_6_2,COMPLETED,2025-06-19T15:33:31.997210Z,2025-06-19T15:33:32.508773Z
