id,type,solver,label,status,submitted_on,solved_on
f49031b1-5906-4740-b414-dbbc7e6b7651,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_4_9_2,COMPLETED,2025-06-18T16:08:34.159998Z,2025-06-18T16:08:34.686685Z
f077eac8-b8b0-4a9b-9d6e-c06e3bd4cee5,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_4_8_2,COMPLETED,2025-06-18T16:08:31.672543Z,2025-06-18T16:08:32.200314Z
060d0abf-44b3-40a4-950d-f5851886617c,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_4_7_2,COMPLETED,2025-06-18T16:08:29.219328Z,2025-06-18T16:08:29.747243Z
85e041ac-6ee6-4220-a82f-69efd172ec68,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_4_6_2,COMPLETED,2025-06-18T16:08:26.693032Z,2025-06-18T16:08:27.272259Z
72cf2bc1-0bc5-4a20-a2c5-389efb686986,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_4_5_2,COMPLETED,2025-06-18T16:08:24.004007Z,2025-06-18T16:08:24.592898Z
3dbd3f64-4670-4215-b3cc-13e6792ef95c,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_4_4_2,COMPLETED,2025-06-18T16:08:21.298454Z,2025-06-18T16:08:21.922456Z
b880aa21-b064-4fec-a04e-7f4221d6c085,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_4_3_2,COMPLETED,2025-06-18T16:08:18.580748Z,2025-06-18T16:08:19.154669Z
e152f2eb-666e-432c-9e81-607e45e6bbfd,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_4_2_2,COMPLETED,2025-06-18T16:08:15.935534Z,2025-06-18T16:08:16.477687Z
c016efc2-6905-41c0-91c5-9db42b06dbde,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_4_1_2,COMPLETED,2025-06-18T16:08:12.327249Z,2025-06-18T16:08:12.853496Z
a3d71f75-3f32-4387-a9f2-64349769e0e8,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_4_0_2,COMPLETED,2025-06-18T16:08:09.595335Z,2025-06-18T16:08:10.143366Z
ace91613-4bb0-4162-b9ed-d1f57b543189,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_3_9_2,COMPLETED,2025-06-18T16:08:06.921336Z,2025-06-18T16:08:07.501351Z
2732109c-430a-4c24-8ded-6b93e050abbc,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_3_8_2,COMPLETED,2025-06-18T16:08:04.315081Z,2025-06-18T16:08:04.868332Z
1c8c3b5c-8fad-45de-bf67-d65d920ef514,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_3_7_2,COMPLETED,2025-06-18T16:08:01.647405Z,2025-06-18T16:08:02.222455Z
57eae088-5653-4f1a-af1e-fef2c7612013,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_3_6_2,COMPLETED,2025-06-18T16:07:59.019735Z,2025-06-18T16:07:59.551048Z
74c5063d-e95f-420a-b74a-fbd64128c930,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_3_5_2,COMPLETED,2025-06-18T16:07:56.212551Z,2025-06-18T16:07:56.811535Z
e0121f95-bbce-425b-8816-2c6828bbdf99,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_3_4_2,COMPLETED,2025-06-18T16:07:53.613181Z,2025-06-18T16:07:54.128242Z
bb3f548b-3b7a-4dd9-81bc-ff8b3cfd3ce9,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_3_3_2,COMPLETED,2025-06-18T16:07:50.903549Z,2025-06-18T16:07:51.463850Z
1db64173-f6bb-4c53-9b89-fd2cdf13d51a,ising,Advantage_system4.1,BIKAINTEK_EMBEDDING_ER_175_0.2_3_2_2,COMPLETED,2025-06-18T16:07:48.090326Z,2025-06-18T16:07:48.742059Z
