25 267
0 0.6623100464075564
1 -0.7585971556743993
2 0.2946780687738271
3 0.025031663291785744
4 0.5182178334641412
5 -0.37902096084119186
6 -0.33360279625408884
7 0.9179556794027095
8 -0.31892871701068226
9 0.8003759082628688
10 0.42809548089923233
11 0.9118240523974617
12 0.677882145572503
13 -0.5999226277617047
14 -0.904779653370358
15 0.5967915470795127
16 0.9368244156093257
17 0.7809114742729208
18 -0.2919131592954567
19 -0.0426675151716831
20 0.15420183919182473
21 -0.5636256945993456
22 0.4493444657890513
23 -0.8792462017513256
24 0.08457107579633893
0 1 -0.05689541632659112
0 2 0.9689369436418678
0 3 0.624535518364318
0 4 -0.6690550680508394
0 5 0.009937515848762679
0 6 -0.7071133523436166
0 7 0.6216992298352804
0 8 -0.38256057825007583
0 9 0.47767864206153976
0 10 0.31820427184456745
0 12 -0.03399366761572886
0 13 -0.2754500478361097
0 14 -0.4506271532000501
0 15 -0.47719123447777156
0 16 0.9787980760329431
0 18 -0.3001731189880832
0 19 -0.6033226666235925
0 20 0.4262888090468042
0 21 0.747636353107894
0 22 0.9475087022282285
0 24 0.12256004821905586
1 2 -0.8513404640139428
1 3 -0.52939059880278
1 4 -0.11808071252612429
1 5 0.08330187565690528
1 6 -0.81551129100772
1 7 -0.7135405784307207
1 8 0.957310392567474
1 9 -0.2458506349965235
1 11 0.33507931356026144
1 12 0.013913608978071146
1 13 -0.5427559598408038
1 14 -0.09875515407746782
1 15 -0.15685206463725154
1 16 -0.14289523625151945
1 17 -0.9668101302584431
1 18 -0.15802705043608256
1 19 -0.718005284770906
1 20 0.2649197466724371
1 21 -0.5262464706832342
1 22 -0.2398293447773021
1 23 0.5274406628913482
1 24 0.5834607434495622
2 3 0.0023485933438864848
2 4 0.988640274759667
2 5 -0.3941777912646911
2 6 -0.7730653441786233
2 7 -0.06786676582557316
2 8 0.2918469834998749
2 9 0.47085211737886357
2 10 0.6904510571933542
2 11 0.6833883302544226
2 12 -0.8750808590877446
2 13 0.0891112573489794
2 14 -0.35548742315753623
2 15 -0.7948202077917319
2 17 -0.3257224871672375
2 18 -0.3343007157547968
2 19 0.2185923017460758
2 20 0.5029565002509881
2 21 -0.4946705744944857
2 22 -0.6444424597849194
2 23 -0.1556183042696091
2 24 0.8111419272424412
3 5 0.023671464864363445
3 6 -0.3936541212850331
3 7 -0.3759283276671661
3 8 -0.6725767081010208
3 9 -0.48287369523873247
3 10 -0.08879690015597719
3 11 -0.11726582459116464
3 12 -0.5741653186356226
3 13 0.5300898694921197
3 14 0.39859033712748837
3 15 0.4223142287390529
3 16 0.33107346635194124
3 17 -0.515613457708896
3 18 -0.3719997506691306
3 19 0.07262926814775161
3 21 0.49244386601948476
3 22 -0.7659183182319946
3 23 -0.24988370569009177
3 24 0.6821419669519686
4 5 0.6681056305438975
4 6 -0.26329339843288735
4 7 0.8166215938348329
4 9 0.3479549281702812
4 10 -0.4038096678201155
4 11 -0.5820036934532731
4 13 -0.5111766871384149
4 14 -0.32749821475621443
4 15 -0.34822059779417724
4 16 0.2066230654629979
4 17 0.3409164503680897
4 18 0.18756241280615704
4 19 0.9753791010742765
4 20 0.6114381092817556
4 21 0.9524043776479938
4 22 0.3439026032121235
4 23 0.2060499675638925
4 24 -0.9800063719915235
5 6 0.945508589260019
5 7 0.14148169839681612
5 8 0.579186628265675
5 9 -0.16142073702979154
5 10 0.7748283372842686
5 11 0.9103307156175864
5 12 -0.06529020182745104
5 13 -0.3636837406289559
5 14 -0.6106738502250852
5 15 -0.28503816637519286
5 16 0.5632360189933945
5 17 -0.7948644195056689
5 18 0.9900035881289073
5 19 0.028159756215403675
5 20 -0.5939178147052768
5 21 -0.09782780008828329
5 22 0.4728691223587842
5 23 -0.26698993209570165
5 24 0.5509235248342492
6 8 0.44607063170116
6 9 -0.7755157657933802
6 10 -0.8255075440179329
6 11 0.6462010158108227
6 12 0.6957855819052234
6 13 0.07748284364719438
6 14 -0.2104422248654183
6 15 0.9930441882605667
6 16 -0.946345162649836
6 17 0.07101595932675786
6 18 0.8714165333676607
6 20 0.773480523684644
6 21 -0.5268297346484676
6 23 0.9609658826413001
6 24 0.2769874846255449
7 8 0.24018611923317068
7 10 0.17763748719363015
7 11 0.15514229911933874
7 12 0.7698827412269023
7 13 0.3788486564207565
7 14 -0.1985969085374628
7 15 -0.8708920484359999
7 16 0.48278065868603104
7 17 -0.9854559269398548
7 19 -0.1082665879864313
7 20 0.7268777684563501
7 21 -0.9709330582958731
7 22 0.8312146273558045
7 23 0.011135066981079467
7 24 0.018839843996388383
8 9 -0.397127947098159
8 10 -0.19317708488522078
8 11 -0.22916174282522084
8 12 -0.41530845704188346
8 13 -0.4965023444248322
8 14 -0.8379440835523673
8 15 0.8277478102234102
8 16 0.825183808565839
8 17 -0.5990461184776892
8 18 0.7664546413777151
8 20 0.01949071615237208
8 22 -0.8530882944874607
8 23 -0.8184103522842099
8 24 -0.013713652374831131
9 10 -0.022788868926339134
9 11 -0.6438310664958993
9 13 -0.0754215076439142
9 14 0.799425564944479
9 15 -0.48768193416215166
9 17 -0.14312465986011258
9 18 0.1790351008730362
9 19 -0.24353449806170446
9 20 -0.0608735038094359
9 21 0.6801388261241099
9 22 0.17486542244344006
9 23 -0.4500720290683413
9 24 -0.6116295178680824
10 12 0.7665010417859874
10 14 -0.803827782468507
10 15 0.8110010764790656
10 16 -0.22908156613445385
10 17 0.49920249143722395
10 18 0.7725684604491361
10 19 0.5775367842512136
