65 969
0 0.1652273831970945
1 -0.8080706550252463
2 0.12082335900489971
3 -0.9916208351070805
4 0.9977022811871681
5 0.4920174494056977
6 -0.1031000201834118
7 -0.48533222578345825
8 -0.17199698675969
9 -0.9451501650406504
10 0.5546207143149808
11 -0.4523141431272857
12 -0.750412111157897
13 -0.17617552324567787
14 0.094188481939121
15 0.7312740145723815
16 0.19777549766319025
17 -0.43574595131852134
18 -0.5300267262265304
19 0.0897585790457811
20 -0.6185954507553679
21 0.9807427310008805
22 0.9425715435233626
23 0.40059992872281924
24 0.6362754227696827
25 0.9811521783489501
26 -0.3801330954872384
27 0.2823162108019166
28 -0.24435522013923117
29 -0.4419143802843599
30 0.3044179258069233
31 -0.38779728725291096
32 -0.013884966167542423
33 0.8291131340665716
34 0.0439113389091661
35 0.625343284508505
36 -0.05326406969404984
37 0.22939941272044218
38 0.8158708981078799
39 0.38838352595759584
40 -0.9571259195840593
41 -0.17782173969210158
42 0.6864659940583784
43 -0.914220551053079
44 0.11642045412734392
45 -0.6088652756522988
46 0.9733131769152477
47 -0.8099449229662721
48 0.500781008893024
49 0.14924202021971644
50 0.04443229487166067
51 -0.8084151009995089
52 -0.5064124147536384
53 -0.01845887549544223
54 -0.0698213501172007
55 -0.19542977223296853
56 0.16444034253998607
57 -0.5742506864838424
58 0.5797939781179673
59 0.5001958063327712
60 -0.8943212137648393
61 -0.9974485350147946
62 -0.2433778142450873
63 0.9443197436708892
64 0.7383533654947245
0 1 -0.7757587287754657
0 3 -0.8138149928639407
0 5 -0.7428623683475337
0 6 0.7129047618610449
0 7 -0.10705279778341681
0 8 0.9051101954192404
0 12 -0.8821080886723596
0 14 -0.9665535873526792
0 18 -0.23236009662930623
0 20 -0.7018895751762693
0 21 -0.6956425378735998
0 24 0.5145170916005672
0 25 -0.44294341965049333
0 26 -0.7918668108924942
0 28 -0.11996537874558566
0 29 -0.3731573520303211
0 35 -0.7813250543208536
0 36 0.11745905508293042
0 39 -0.6374832960974255
0 43 0.31700947282127334
0 44 -0.9966008679366682
0 48 -0.941711036482189
0 49 -0.8282510159632197
0 50 -0.08987468754489392
0 52 0.10879826262197612
0 53 -0.6743899922362002
0 55 -0.3763575720136474
0 56 -0.6121175822952218
0 57 0.4141846651710548
0 58 -0.153242517324218
0 59 0.6535912186747119
0 60 -0.46679296113792423
0 61 -0.9212908678175
0 63 0.5169620655776876
1 2 0.9559581737637279
1 5 -0.6946366161220354
1 7 0.18825300311354587
1 14 -0.8721504058877196
1 16 -0.5300656586367707
1 17 0.6207760477293123
1 19 -0.4920038769575017
1 20 -0.5645764641720075
1 21 0.7092207668731687
1 27 -0.6200354506163617
1 28 -0.5567007628302372
1 29 -0.9544164812789298
1 35 -0.6940126391673349
1 36 0.2594562604506716
1 39 -0.9727626463770445
1 41 0.28272529052214757
1 42 -0.5881061249026571
1 45 -0.21195965309311826
1 46 -0.43514912940279005
1 47 0.26779595122593847
