65 946
0 -0.671073967793423
1 -0.7663057436856437
2 -0.36427730093698596
3 -0.9252132289286719
4 -0.7283595433627725
5 -0.8408415343789781
6 0.3702487647696502
7 -0.7227571291312007
8 -0.39114848186270135
9 0.6711566127731343
10 -0.6009287793167533
11 0.4477042733917316
12 -0.36743817793356537
13 0.29167756564939595
14 0.22301772855583746
15 0.6561550725062557
16 -0.44954882887386405
17 -0.306204865275828
18 -0.8130274999741249
19 0.526625235670253
20 -0.07305183140724103
21 -0.16441567425059356
22 0.18407669979592134
23 -0.49270977539608074
24 -0.45851622606960407
25 -0.6846676723380991
26 -0.46312269931997396
27 -0.4092820114555671
28 0.6127088444042543
29 -0.06791043885340442
30 -0.10659495376560502
31 0.3139698585440309
32 0.31716826304650003
33 -0.37916990208735
34 0.7386445475182701
35 -0.3306333279436706
36 0.7540893362540952
37 0.9502361132247881
38 -0.5716716817712888
39 -0.45510985635878853
40 0.21471324741281306
41 0.5055250578118398
42 0.5287205204928416
43 -0.07128714361201083
44 0.4382633736370156
45 0.9958445846798725
46 -0.9578085214612908
47 0.055740653555441444
48 -0.1626420593023563
49 -0.25785284336133385
50 0.4497984144345979
51 -0.4103179074540513
52 -0.12777069414157238
53 -0.25834082248710577
54 0.8052810980530976
55 -0.1080239318295444
56 -0.7150096015373251
57 -0.05885586758997041
58 -0.007576846778108992
59 0.07036366587888376
60 0.8998173700453445
61 0.3542010550591701
62 -0.9422547296310229
63 -0.06779163532525967
64 -0.5574808710464576
0 5 -0.18450247901561334
0 6 0.09627358556876953
0 9 -0.07466750406000955
0 11 -0.5047744094882449
0 13 0.6940818789521392
0 18 -0.6586638073178084
0 21 -0.3593791162022
0 22 0.2682722646528721
0 26 0.41147977299682226
0 27 0.8370251120652548
0 30 -0.770814500237504
0 33 0.5197953555621031
0 35 0.05151119268366511
0 37 0.014786566995659944
0 40 -0.15673055134737957
0 41 -0.7241371246853658
0 43 -0.5518590685478622
0 44 0.16288292277985916
0 45 -0.001988330197774779
0 46 0.10674056026639556
0 48 -0.39583007331328357
0 49 0.4639450152912574
0 53 -0.3044780128828384
0 57 0.534213139806325
0 59 -0.2375289184332361
0 61 -0.42376449374625236
0 63 0.07623687729202211
0 64 0.6871528614280993
1 4 0.6083333189586322
1 5 0.6350877387738953
1 12 0.15286411354299956
1 16 -0.005285267607636035
1 17 -0.27778233401917185
1 18 0.289446401885602
1 19 0.7705655017210125
1 21 0.8280305383373017
1 23 0.10015949212730324
1 25 -0.029350855048972946
1 29 0.06975743640982457
1 30 0.27312055662609613
1 32 0.31485303387768826
1 34 -0.9970094899525397
1 37 0.7180815100161086
1 41 -0.5000585172821632
1 42 0.38512620909966877
1 46 -0.9219581450916934
1 47 -0.7200598283050756
1 49 0.4386574981513749
1 50 0.06814939895779992
1 53 0.14880711227035093
1 55 0.5902117128977027
1 56 0.2697714592864233
1 57 -0.49607185332131154
1 59 0.7424380052457173
2 7 -0.5563231582190227
2 12 0.6462910435575848
