65 721
0 -0.33459370553934487
1 0.8937096724516433
2 -0.510548001215485
3 -0.06495874182340033
4 -0.19184115025256854
5 -0.32010118596194936
6 -0.830652367105174
7 -0.2595906249677449
8 -0.53506901449757
9 0.964283175347461
10 -0.6375292096386229
11 -0.35271494784062685
12 0.3198710398024427
13 -0.6244444515862533
14 -0.7296347219700201
15 0.2778900210359454
16 0.7433614025026798
17 0.10288685045271184
18 -0.7371718833132745
19 -0.2685343821658115
20 -0.915132660302262
21 -0.08842939911253955
22 0.23598010418911675
23 0.1202507470497487
24 0.8917533218466278
25 0.40198210575819293
26 -0.3126422265202333
27 0.6701961504324825
28 0.6203350631774054
29 -0.21047575707473265
30 -0.537200973223215
31 -0.5909641667101364
32 -0.42806082736746043
33 0.9308178964347127
34 -0.6168317659964404
35 -0.9578103056488314
36 0.8130131273356038
37 0.8519447758066165
38 -0.17836853758430227
39 0.2472748264768887
40 -0.853611091474187
41 -0.3025575808147316
42 0.7368475029587227
43 0.5909993096627728
44 -0.8949396211276162
45 0.5420186709617931
46 -0.07209563025093702
47 0.8411227522949534
48 0.9667619379232526
49 0.5205795636139727
50 0.8885393464164968
51 0.21297998749965585
52 0.020915293019333703
53 -0.9198339994019318
54 -0.8247497082103163
55 0.8004208051569668
56 0.619413303927079
57 -0.9121727761717535
58 0.052921338499224646
59 0.4139923057035535
60 0.6838308804765096
61 0.8954220225194305
62 -0.5959171441698623
63 0.8416930049527311
64 -0.18438190150357103
0 4 0.12022421284885865
0 5 -0.1947405944374223
0 7 0.867454050561921
0 8 0.2943330697659814
0 9 0.02556660096262431
0 13 -0.41920010189342327
0 17 -0.5337280285910642
0 20 -0.2962383300317417
0 24 -0.5913589359270692
0 27 0.04339692317369459
0 35 0.5658427435246067
0 38 0.9742543095039045
0 39 0.8196228771042362
0 40 0.39508551940315995
0 41 0.794864454749785
0 43 0.3914416553230917
0 51 -0.4640975290715337
0 52 -0.6891162025015447
0 55 0.34456061768407387
0 60 -0.4643973378627517
0 63 0.1526487201829061
1 2 -0.6556534819450426
1 3 0.02452780145581568
1 4 0.5676127924905656
1 7 -0.36401232781355497
1 11 0.89319813214475
1 14 -0.32772908010072466
1 16 -0.43188141001487046
1 17 0.6042869203999988
1 18 0.45551490778940584
1 22 0.8718904161983996
1 25 -0.03852846404140253
1 28 -0.8821457521517237
1 30 -0.7303951368806698
1 35 0.5740800577531648
1 36 -0.9558715240371352
1 38 0.08813418959001296
1 43 0.442104333833812
1 46 0.44697952678241326
1 47 -0.9928275020027375
1 50 -0.8068907565899206
1 52 0.5471386853925886
1 53 -0.5637786021502551
1 55 0.3836533382059548
1 58 0.9570220573401729
2 8 0.6658035565040641
2 9 -0.7096787760917911
2 10 0.6698561984567
2 15 0.7278748305217777
2 16 0.3501868479423722
2 18 0.4189346912677363
2 22 0.9777478865790767
2 24 0.9218835131951266
2 27 -0.9760123591028591
2 28 -0.8222913375413126
2 40 0.12147253936545588
2 41 -0.3322214718402905
2 42 0.5025372982589502
2 44 0.4460082863984658
2 45 0.5448722882000077
2 47 0.16918180074222566
2 48 -0.1642687886482015
2 51 -0.8689246421339962
2 54 0.3675349014649325
2 55 0.3702396544741424
2 57 0.06804490031178356
2 59 -0.060409067646818304
2 60 -0.5754612146681897
2 61 -0.11102654510397647
2 63 -0.8839420256386377
3 4 0.7834896982737545
3 12 0.9855464182376301
3 14 0.20043295285878182
3 16 -0.08869398169084297
3 17 -0.3262613234853857
3 18 -0.4077590672643523
3 19 0.3732774673173669
3 22 0.3731362585655038
3 24 0.9068300252698744
3 31 0.6209802268418507
3 33 -0.8116132331818768
3 35 -0.4407122393361982
3 37 0.7356215130590036
3 38 -0.2428249356820471
3 40 0.09095380328850933
3 42 0.733885433510697
3 43 0.5035513005324401
3 45 -0.1402384014376492
3 51 -0.29937915007846994
3 54 0.9082715287783527
3 57 -0.4126167197695454
3 59 -0.14002915120173132
3 61 0.3840694724628908
3 63 -0.4622796264952187
4 6 0.07505132998956698
4 7 -0.06570197515576814
4 13 0.62604768266936
4 15 -0.7229055442766785
4 16 0.7718427537881054
4 19 -0.4514018502520736
4 20 0.015383665232368893
4 21 0.8754395215431441
4 24 0.21348963027762258
4 25 0.2573971041546501
4 30 -0.49410985382411376
4 32 0.6717844140363258
4 39 0.021255154646375063
4 41 -0.8299059068950714
4 42 0.9781869844776783
4 44 0.2824036469943192
4 46 -0.3436974390951921
4 47 -0.3556644716057027
4 48 0.01885821995582626
4 51 0.5677610048967705
4 52 0.8102641941913742
4 54 -0.36048429120500747
4 56 0.19225713737881356
4 57 -0.7916938171743977
4 58 0.06788971811174926
4 63 0.11001046655505609
4 64 0.13441880067803513
5 7 -0.10379606988784928
5 8 -0.32690114713532314
5 11 0.2893928194460347
5 15 -0.4203491362761389
5 19 -0.5650872108532368
5 25 0.7023197739160663
5 27 0.09140973705337818
5 28 0.9387332440248959
5 32 -0.32353517002911514
5 35 -0.6260551379794592
5 36 0.06960094781451076
5 37 -0.29988829470438105
5 45 0.7424645987809237
5 46 0.812596208489506
5 49 0.24251399145222696
5 51 -0.7190217542427093
5 53 0.1818182150124994
5 59 0.6010509909994095
5 63 -0.10618219275375274
6 10 0.22924113641193755
6 11 0.17877248270998414
6 15 -0.7326717092766264
6 21 -0.41282939532553575
6 22 0.5817548525628049
6 23 -0.9773680719908762
6 25 0.006902650947163691
6 28 0.09638262971318867
6 30 -0.42262120416280125
6 33 0.6002283848566594
6 35 -0.02479032486875976
6 38 0.8369323209588717
6 41 -0.06982393049089053
6 42 0.500874110562554
6 45 0.6791217585521809
6 46 -0.6409258745997275
6 47 -0.8334082376199055
6 53 -0.6578576529680178
6 54 0.6295149826172772
6 64 -0.7923688103095516
7 8 -0.9212329444138898
7 11 -0.7240284158350587
7 18 0.7667605785963929
7 25 -0.8504764166870606
7 26 -0.14814361563890266
7 31 -0.7411516761804353
7 33 0.7605945251932822
7 37 0.7649529686302625
7 44 0.7626073110449296
7 45 -0.5763672711300634
7 47 0.23092910300356784
7 48 -0.985898871190515
7 53 0.34663571250243463
7 54 0.10734991273657757
7 55 -0.15052577830275982
7 56 0.05105880480496139
7 57 0.2171468341399705
7 58 0.6938025227356095
7 62 0.06702537870213932
7 63 -0.16998989099085593
8 14 -0.3011486059625066
8 16 0.011422342085079196
8 18 0.04971627240682186
8 29 0.305688188964093
8 30 0.3634955937783222
8 31 -0.06549209697400116
8 44 -0.933610342984577
8 46 -0.7044657546116757
8 47 0.24851922801707893
8 49 0.29878662745171836
8 50 -0.6384533970180615
8 52 0.5170344978579136
8 54 -0.23941156445499678
8 55 0.07120693283296387
8 56 -0.1491792296249419
8 58 0.3942849263979469
8 59 -0.46260263261380863
8 61 0.84322115489471
8 64 -0.49215645155070864
9 10 0.7815266033451793
9 12 -0.39275255736725767
9 15 -0.8428105551032503
9 18 -0.5829406239338504
9 22 0.5005799057514353
9 23 0.4631765527461673
9 26 0.5770030313520909
9 27 -0.32706606425333895
9 28 -0.5744056433464813
9 32 0.36802319571653785
9 33 -0.6105258360269072
9 36 0.6548071770513306
9 38 -0.9607654186497794
9 39 -0.6618088495800749
9 40 0.5408175168941061
9 42 0.9336080298287797
9 47 0.6878506195328569
9 48 -0.42952045360090896
9 50 0.31374484274572456
9 53 -0.04351146492174496
9 57 0.21991358465326094
9 62 0.11564616732727084
9 63 -0.021728962545438435
10 15 0.9637888830977828
10 17 -0.4036598956753692
10 21 0.6948424155874788
10 23 0.4601258766363363
10 29 -0.8672043888823904
10 32 -0.5215189706221475
10 34 -0.25358253637478856
10 38 0.4751576054498403
10 40 -0.6593789888421886
10 45 -0.570761928964509
10 58 0.8738549896903398
10 60 0.9289185992728421
10 64 0.9865934470205109
11 19 0.8088178755598867
11 21 -0.7213846612110679
11 23 0.16305942091366732
11 24 -0.18430349038754756
11 25 0.6670072895963965
11 28 0.3391883372585305
11 30 0.11050595369798888
11 32 0.7216745898966965
11 34 0.1719498793817753
11 39 -0.07860257810026927
11 43 -0.37112002972382396
11 45 -0.9241924262771859
11 46 0.760053094339231
11 56 0.3228678220809529
11 58 0.30898965044854676
12 14 0.8914656760361814
12 17 -0.2121816409663031
12 21 -0.36500500000578917
12 23 -0.5112749585648833
12 24 0.7252674406306192
12 27 -0.3767749760104935
12 28 -0.6216776881688015
12 29 -0.7728332610731032
12 32 0.8556810187232418
12 33 -0.31474311997169324
12 35 0.4486011183735954
12 37 0.28788145726328573
12 38 0.32185732015947677
12 39 -0.6027475670174225
12 43 0.4274818417355244
12 48 0.384988171082157
12 49 -0.3741436417822568
12 50 -0.13034878500537395
12 53 0.007943495408968326
12 55 -0.1992011422185851
12 56 -0.09022808290172657
12 58 -0.6229196229728615
12 60 0.907659419620146
12 64 -0.07873772296641479
13 22 0.8982180753219096
13 24 0.6035388873373599
13 26 -0.777011735585811
13 33 -0.8412270347647424
13 35 -0.7404735016393629
13 37 0.8656271912153459
13 40 -0.20671724849626427
13 41 0.5773146993216711
13 43 -0.8378818656671312
13 47 0.30336383380080245
13 48 0.18008430337227987
13 51 0.13815429645603583
13 57 0.7311242481716205
13 59 0.42711806473670255
13 60 0.8007517645150495
13 61 -0.715562491139587
14 16 -0.40395336381900293
14 17 0.8677560287859549
14 20 -0.5123953093703164
14 26 0.7449261571104799
14 31 -0.21446730305774375
14 34 -0.18792380116253926
14 36 0.04742685643351097
14 40 -0.1415854823590903
14 41 -0.9531524164425162
14 42 0.2639627857804199
14 47 0.6385533861257604
14 51 -0.23689681996806056
14 55 -0.8504001189828663
14 58 -0.8603864407995132
14 59 -0.2930941895560273
14 60 -0.7407006334546145
14 63 -0.7338862398300536
15 16 0.14857901278617436
15 24 0.1861889702431634
15 25 -0.5863077036598561
15 28 0.7939950369921571
15 34 0.9068170115397456
15 36 0.053864859992790004
15 39 0.4905335694500972
15 49 0.40843209584083695
15 52 -0.7085352811862797
15 58 -0.5738983828618929
15 63 -0.8592010323353485
16 19 -0.11886099382626703
16 21 -0.8966741278375752
16 22 0.9321615890493624
16 26 0.9842593533349844
16 27 0.2517694500020937
16 33 0.19122727667950867
16 35 -0.2137011259549011
16 36 0.3780407050391441
16 40 -0.31483367202485746
16 41 -0.2829606871548269
16 48 -0.26770397779027943
16 50 -0.47662450854363114
16 52 0.5735765223426506
16 55 -0.3776038568702629
16 57 -0.19662735544477283
16 59 0.19780039481177347
17 22 -0.6547547242272613
17 29 0.013759772222929234
17 30 0.8926418764152539
17 35 -0.35967747722073184
17 36 -0.03670216428797124
17 37 0.5192205609308889
17 38 0.44103421749837857
17 41 0.45407024675139573
17 42 -0.3435215005689072
17 51 0.9481709124481872
17 52 0.5459631968535172
17 58 0.14859444015457157
17 61 -0.43502345789316776
17 62 0.02612441481590011
18 19 0.019383572859590137
18 20 -0.9726515117871279
18 29 0.5072713913560079
18 31 0.3852535950687048
18 38 -0.3753644016869242
18 39 0.2980034698755212
18 40 -0.1473435199482016
18 49 -0.48969744406326465
19 20 -0.4437241898147626
19 23 0.08312241647446483
19 25 -0.9391106416007042
19 30 0.2044758963902984
19 31 0.45230155536612915
19 33 -0.23021603838476534
19 34 -0.008688650668108977
19 38 0.7955705322168245
19 39 -0.714944413349567
19 44 0.8796323906118222
19 45 -0.02789524744850458
19 47 -0.779755562125829
19 48 -0.07514998115409499
19 55 0.6958244508381859
19 59 -0.9082039510174742
20 21 -0.7369494785983617
20 22 -0.43336816701486147
20 23 0.559566575931246
20 28 -0.12632587249800875
20 31 0.9830726487725665
20 33 -0.7081105614388554
20 38 0.8253942684706348
20 39 0.1890608980830879
20 40 0.021359804852448372
20 41 0.9492341918861658
20 43 -0.5544867858311997
20 45 0.9930689348846109
20 47 0.2881387799307171
20 51 0.8478221422653731
20 52 0.0035778775968826615
20 54 -0.01318846079566316
20 55 0.2402751395008167
20 59 0.3681253480704427
21 24 -0.1903713674477061
21 29 0.07906302865740877
21 33 -0.024013228915803486
21 37 -0.8731627482596074
21 38 0.9068107814075068
21 43 -0.06790314640539963
21 50 0.44824190900239413
21 56 -0.4660678618375971
21 62 0.5157208774618509
22 24 0.20831236140785392
22 27 -0.3534796102667255
22 34 -0.48977929884011684
22 38 0.7117859409679146
