35 595
0 -0.314169137292275
1 -0.7384109527501244
2 0.8474979725010803
3 0.35074255661580445
4 0.3603730291672551
5 0.4581720213209206
6 -0.45199423797516314
7 0.12662021427875492
8 -0.8985357814768651
9 -0.6688465831126968
10 -0.4175355512189223
11 -0.734125996240306
12 -0.8322578837658434
13 -0.7866623971303097
14 0.33208130198210295
15 -0.8706681156724811
16 0.7035152834297898
17 -0.4413198747412914
18 0.8919182222764992
19 -0.07909684116056948
20 0.7113562152709794
21 0.7172318563060711
22 -0.2353888131691393
23 0.9648502865175408
24 0.7668289232555112
25 0.43937884592174403
26 0.6521243902948874
27 0.33271621190458944
28 -0.545452860484551
29 0.8814096948779024
30 -0.8380423052528805
31 0.8693264676657326
32 0.09191232210368505
33 -0.8618643774528778
34 0.4686984490953592
0 1 -0.5996495987106027
0 2 0.5173851306329238
0 3 0.055643231479410415
0 4 0.8253924320981569
0 5 -0.2211260199048537
0 6 0.9829797656245047
0 7 -0.11263409039489347
0 8 0.8171563282179961
0 9 -0.33123113576155716
0 10 0.33765607869544234
0 11 0.38932230271629753
0 12 -0.4456702363639655
0 13 -0.7504982200790538
0 14 0.0617795138942514
0 15 -0.916906326936197
0 16 -0.14646588797986393
0 17 0.9515127569131347
0 18 0.7524976753875434
0 19 -0.8930646727249112
0 20 -0.8857955723770692
0 21 -0.6144829718471423
0 22 0.7914397384107688
0 23 0.5168026503770282
0 24 0.27295664642145745
0 25 -0.6275044737721696
0 26 -0.7871950519935378
0 27 -0.5024377598230212
0 28 -0.4176974084932319
0 29 -0.8319414986557263
0 30 0.39405647204625516
0 31 0.3728060164550808
0 32 0.540747357989543
0 33 -0.05603547746089288
0 34 0.8605664262402752
1 2 -0.495920394691197
1 3 0.10205699754379771
1 4 -0.8424251921543802
1 5 0.6631296603639867
1 6 0.6423726886154946
1 7 0.5542375796556287
1 8 0.5324845307857264
1 9 0.5454415463967137
1 10 0.22023960794099717
1 11 0.7261333885374024
1 12 0.5555288081420324
1 13 0.9563280078015617
1 14 0.5685078640224319
1 15 -0.41321757703101536
1 16 -0.03642501012900823
1 17 0.5749325448317213
1 18 -0.36095343125754087
1 19 0.7673716467434388
1 20 -0.6807597299627712
1 21 0.7001292303451478
1 22 -0.11791015641976821
1 23 -0.7176194039632837
1 24 0.5574463584072613
1 25 -0.1958327780838085
1 26 0.4249629860067059
1 27 -0.611398724938816
1 28 -0.9449284909839217
1 29 0.11932667125147223
1 30 -0.5904445110096173
1 31 -0.7280423636890141
1 32 0.13402041977426915
1 33 -0.5925879411965878
1 34 0.6512375804627573
2 3 -0.40677656124172223
2 4 -0.7700428855421324
2 5 -0.045120461109074306
2 6 0.3674885337511604
2 7 0.5793427965708036
2 8 -0.005179519426660617
2 9 0.15932626056457022
2 10 0.9096513527901513
2 11 0.5698722477643927
2 12 0.9913315721309643
2 13 0.8622397343058905
2 14 -0.4213684657522492
2 15 0.29389370387797964
2 16 0.1619973080716166
2 17 -0.08953652670031365
2 18 0.7984858968134851
2 19 0.14341170888927923
2 20 0.34504834592860156
2 21 0.49113053526220907
2 22 0.7249652702738272
2 23 -0.6566894634069851
2 24 0.587286256851449
2 25 0.7544034245975646
2 26 -0.29797990824291487
2 27 -0.7090168949916498
2 28 -0.10528384116682332
2 29 -0.7536694974639464
2 30 0.7731668810067069
2 31 0.13846104786837388
2 32 0.18037910899347764
2 33 0.21791645288186423
2 34 -0.7854569302071994
3 4 0.020772618311350355
3 5 -0.41921572043425526
3 6 -0.3210070058943657
3 7 -0.4746121309299858
3 8 0.5119180034951334
3 9 0.8993105387350098
3 10 0.213490837460655
3 11 0.8915051683514061
3 12 0.404325328859904
3 13 0.7058540438260179
3 14 -0.6822068290619363
3 15 0.4568751291108708
3 16 -0.7304092342115889
3 17 0.30594332089220755
3 18 0.4084297315033343
3 19 0.8892928427277182
3 20 -0.8904221092544979
3 21 -0.34180159888139316
3 22 -0.28161297013174
3 23 -0.3241808195625926
3 24 -0.7392431800035268
3 25 0.7728370042614756
3 26 -0.6937243277356153
3 27 0.3088051160747991
3 28 -0.807965599453971
3 29 -0.4872235340201725
3 30 -0.12965887054635217
3 31 0.41306303273616995
3 32 -0.2926284588394725
3 33 -0.022968720315615254
3 34 0.41468910453945407
4 5 0.5198910106319341
4 6 -0.4923294943258858
4 7 0.18014587081830724
4 8 0.9775541999946591
4 9 0.2625938875700611
4 10 0.9454776342198448
4 11 -0.17745499517612306
4 12 -0.6576580106479308
4 13 0.31825143397547473
4 14 0.9760267175014761
4 15 0.6670678805970283
4 16 -0.4508886463706925
4 17 -0.3618405122565391
4 18 0.06594897420883794
4 19 -0.39487794816663957
4 20 -0.11381556234588408
4 21 0.9107138471904281
4 22 0.4190140948578096
4 23 0.46475233656706405
4 24 -0.010237076504969522
4 25 -0.1318663217421565
4 26 -0.3258045149126103
4 27 -0.8678266470907259
4 28 0.34235658807261915
4 29 0.6841833719063937
4 30 0.024279953809626553
4 31 0.4961619443529697
4 32 0.17280623609644108
4 33 0.7082325367643427
4 34 0.4814241446934966
5 6 -0.33374429625554947
5 7 0.004893742876919571
5 8 0.8285485886619961
5 9 -0.6766871265772865
5 10 0.1353388338533581
5 11 -0.9956328272711161
5 12 -0.9696676119970049
5 13 -0.8207313450065004
5 14 0.19592161411010212
5 15 -0.9655078023173711
5 16 0.5248510453533377
5 17 0.8870661375555231
5 18 0.4805246719746812
5 19 0.09143753607083394
5 20 -0.8113074081788492
5 21 0.1174059918011876
5 22 0.6737489338336216
5 23 0.7876538022425126
5 24 0.6998795789441234
5 25 -0.15483885392982266
5 26 -0.9679545659722808
5 27 0.8499126858274277
5 28 -0.23228659948120756
5 29 -0.6979059577818256
5 30 -0.6448859681777952
5 31 0.8245013766802374
5 32 0.66792215241616
5 33 0.5121239230329115
5 34 0.48861744364704807
6 7 -0.10718305273294693
6 8 -0.869179138135058
6 9 0.9431677354674419
6 10 -0.7321570170163314
6 11 0.8057943759769677
6 12 0.07227618858733109
6 13 0.769052189486267
6 14 0.09237997784200536
6 15 0.02825069438896577
6 16 0.9512123129563848
6 17 -0.7989396336413754
6 18 -0.08165598813439257
6 19 -0.947937099880592
6 20 0.5678685715362515
6 21 0.9480072953407459
6 22 -0.2893849957342336
6 23 0.5420671820138503
6 24 -0.12476006114522753
6 25 0.9705240386482312
6 26 -0.7660075902656982
6 27 0.5472823943475909
6 28 0.03652925292877818
6 29 -0.486996424673084
6 30 -0.3572689016594859
6 31 0.5325075561931321
6 32 0.08066544116915075
6 33 -0.3893716320548286
6 34 -0.07209074671224358
7 8 0.35918107256071563
7 9 -0.8654848656842058
7 10 -0.5960669352073931
7 11 -0.13687996139770564
7 12 0.5314400881323569
7 13 0.8469072268705773
7 14 0.3115894331006901
7 15 0.6358859364950953
7 16 -0.831546153639722
7 17 -0.7138120962058683
7 18 0.9784035860304878
7 19 -0.8525307707729695
7 20 -0.7030452303770345
7 21 0.047442457221529066
7 22 0.6601815071933397
7 23 0.6835751168328001
7 24 0.32620462481389856
7 25 -0.473868655185262
7 26 0.36399559795495673
7 27 -0.9188095920682902
7 28 0.17910670373613913
7 29 -0.6540531633782924
7 30 0.9685462816206374
7 31 -0.9430518878563445
7 32 -0.6257978673812097
7 33 0.8273649260506906
7 34 0.28248059389970526
8 9 0.3688721191811195
8 10 0.9764491301275913
8 11 0.7271306557471353
8 12 -0.7760201104786135
8 13 0.6543476856371542
8 14 -0.030036770385212685
8 15 -0.4299110352346238
8 16 0.1207613314850371
8 17 -0.3168114822472987
8 18 0.28590616977233796
8 19 0.5606805835123352
8 20 -0.9957671455765644
8 21 0.8392075553848379
8 22 0.42167736856469884
8 23 -0.23775805939939665
8 24 -0.9181108676887755
8 25 0.001389035690955831
8 26 0.22031194296295786
8 27 -0.40044346912013973
8 28 -0.011810553409031366
8 29 0.06690516142485414
8 30 -0.28834298671939274
8 31 0.013272314068049296
8 32 -0.11078577923896726
8 33 0.0449045645125683
8 34 0.6445761470087286
9 10 0.32093150229624223
9 11 -0.21284408427380153
9 12 -0.0745319582827142
9 13 0.07676106458273901
9 14 0.5543761732413124
9 15 -0.5105474669068466
9 16 0.2637844721443321
9 17 0.5411560933434569
9 18 -0.07380858021468106
9 19 -0.7141050512097569
9 20 -0.4166573296011604
9 21 -0.5355513647002617
9 22 -0.5562799235271587
9 23 0.49745413833223306
9 24 0.4143924243752306
9 25 -0.5873624528722365
9 26 -0.7193939786898385
9 27 -0.5732498559207444
9 28 0.7137752637272781
9 29 -0.24632779504027025
9 30 0.9845611093736606
9 31 -0.6967520837737486
9 32 -0.8690912657207304
9 33 0.34519247537809417
9 34 -0.24450829255926587
10 11 0.5582922537383042
10 12 -0.5657262826448053
10 13 0.2884959515217149
10 14 0.8826455346374682
10 15 -0.7484474924826259
10 16 0.3680112246452043
10 17 -0.3523546505682984
10 18 0.8258507890884383
10 19 0.49290938047782484
10 20 0.3946760351162708
10 21 -0.5568113590785473
10 22 0.17357604382296854
10 23 0.4750913571682458
10 24 -0.3020808818368208
10 25 -0.5072663514966751
10 26 0.43493140378255135
10 27 0.3872666573256087
10 28 0.3720003721315137
10 29 0.05417991715720971
10 30 0.1260257001855889
10 31 0.3447530195019852
10 32 -0.3620868034530962
10 33 -0.0440492035701725
10 34 -0.268167929456133
11 12 -0.6832661581063393
11 13 0.668028733607027
11 14 0.8565289153153355
11 15 -0.4881437537137372
11 16 0.1799547988293515
11 17 -0.7934321111847313
11 18 -0.30581251831650325
11 19 0.7852829515520774
11 20 -0.42577318608076187
11 21 -0.4380815817118384
11 22 -0.9180234593547199
11 23 0.08587040670540924
11 24 -0.9983459119750087
11 25 0.5779247118529574
11 26 -0.22888813246258444
11 27 -0.34844091747489414
11 28 -0.20467506839293748
11 29 0.12016032866501791
11 30 -0.7530799532443173
11 31 -0.6312302770463467
11 32 0.6294280823549723
11 33 0.10679475307941466
11 34 0.20223566464780895
12 13 0.9447663075114399
12 14 -0.5499269111843437
12 15 0.15814685458313238
12 16 -0.5209679492118284
12 17 -0.003391709357690287
12 18 0.9855085962340979
12 19 0.6609026802329934
12 20 0.5037017729205415
12 21 -0.4307592417642354
12 22 0.12816739306734615
12 23 -0.6966522112811422
12 24 0.5209632375515583
12 25 0.6468606172714413
12 26 0.41045588432274815
12 27 0.9766591192360297
12 28 -0.0009966953816737956
12 29 -0.6402088259378356
12 30 0.9517942781986282
12 31 0.6689287154836234
12 32 -0.3117725272810674
12 33 0.5564663289838607
12 34 -0.7176485221439475
13 14 -0.06868794354868024
13 15 -0.11991570216211733
13 16 0.21936684051290234
13 17 0.036229291843321576
13 18 -0.289424263441064
13 19 -0.708020621830926
13 20 0.8323054604674314
13 21 0.21986919728382714
13 22 0.5532329194564347
13 23 0.5687715531002684
13 24 -0.3913926115816251
13 25 0.061308219026155575
13 26 0.8233695010096667
13 27 -0.21965944404421456
13 28 -0.22403417804305592
13 29 0.9842505473132801
13 30 -0.5866599503288086
13 31 -0.1390396859896712
13 32 -0.3732479909284363
13 33 0.35723748959803214
13 34 0.10640811991372856
14 15 -0.8837739987904016
14 16 0.6796008224631263
14 17 0.9564714438907602
14 18 0.8641128704969239
14 19 0.4494977739285644
14 20 0.7471650999418469
14 21 0.43966362075449084
14 22 -0.5943971772798657
14 23 -0.2679819202291498
14 24 -0.8325314187920991
14 25 0.45198607501352206
14 26 -0.30304887145759496
14 27 0.0924050250024615
14 28 0.9493553108748287
14 29 -0.05595245146561645
14 30 0.4975018140457741
14 31 0.8564893972765406
14 32 0.30991315012528386
14 33 0.9545654874168314
14 34 -0.406608987580215
15 16 0.5144674496216295
15 17 -0.7327976673619374
15 18 -0.8032646208451564
15 19 0.4269932553358502
15 20 0.38232258795964813
15 21 -0.6363118966580232
15 22 0.7739270138742442
15 23 -0.2890500157648066
15 24 0.2928360442121407
15 25 0.7081902074780071
15 26 -0.7766497152382303
15 27 -0.7907368636147951
15 28 0.8530980151838263
15 29 -0.4545544439640039
15 30 -0.842584071865442
15 31 -0.6099934680920085
15 32 -0.37334904602433805
15 33 -0.07177439785720052
15 34 0.8300943326802595
16 17 -0.6859641615167043
16 18 -0.46815612412544705
16 19 0.33765529407772243
16 20 -0.5501109195655425
16 21 0.875839822344604
16 22 -0.6732913141837391
16 23 -0.744720349511653
16 24 0.7975004475623926
16 25 0.5953247670870099
16 26 -0.5785512445160914
16 27 0.5672790895764506
16 28 0.3247635301812575
16 29 0.6379498086767419
16 30 0.9143597511453485
16 31 0.14469404632514649
16 32 -0.05904142274511548
16 33 0.9951828026024094
16 34 0.2354698048880568
17 18 -0.6446727170877635
17 19 -0.04367327134644561
17 20 0.594965997937555
17 21 0.1859304655948435
17 22 0.8732709752712284
17 23 0.09091150706946571
17 24 -0.8516886170996141
17 25 0.12943356148541274
17 26 -0.935458159434273
17 27 -0.12218569989469219
17 28 0.3376715218156825
17 29 -0.7359402190316571
17 30 0.9498511425754999
17 31 0.5168567667739132
17 32 0.11964708474795627
17 33 -0.688101250040779
17 34 -0.6881359192800991
18 19 0.2468555002207542
18 20 -0.516093172096419
18 21 0.018082891434611836
18 22 0.327222680449192
18 23 0.9002752608459532
18 24 0.4076973972346032
18 25 0.33847667648751845
18 26 -0.8005429367358792
18 27 0.5672712427469158
18 28 0.050532403713233975
18 29 0.17945069633774535
18 30 -0.5646185112650466
18 31 0.9818893969149407
18 32 -0.016815656955554426
18 33 0.8904152489697408
18 34 0.5177905946980841
19 20 -0.6446753149060338
19 21 -0.6894612500688264
19 22 -0.2720971183606786
19 23 0.16584618939551854
19 24 -0.3932460175759256
19 25 0.7668571615277069
19 26 -0.2779335886113219
19 27 -0.5470518042446706
19 28 0.7105353431647754
19 29 -0.9995067121256711
19 30 0.8086235992064947
19 31 -0.29948066516824956
19 32 0.9760325965754273
19 33 -0.40664653358704883
19 34 -0.1813595140535007
20 21 0.7932796281477301
20 22 0.5660934826871187
20 23 -0.37750703894523574
20 24 -0.10143166721891506
20 25 0.011486960265714163
20 26 -0.7635511280694594
20 27 0.2637665546853698
20 28 -0.6960822212312963
20 29 -0.791400199115504
20 30 0.7660331135895961
20 31 0.03170906637796023
20 32 0.8548318530829937
20 33 0.21286166928890293
20 34 -0.3755263022340556
21 22 0.7009907856904374
21 23 0.004623579751036999
21 24 -0.7200027828408586
21 25 0.6397086762566346
21 26 0.8569685533525959
21 27 0.3859314193586405
21 28 0.4143718085231618
21 29 -0.44099537142367673
21 30 0.2820093585784842
21 31 -0.40630014888258037
21 32 -0.46529440082509677
21 33 -0.21769064153772333
21 34 0.4041497139369501
22 23 -0.8286047428656365
22 24 -0.4223912721575538
22 25 -0.36235909579213965
22 26 -0.8832700982952777
22 27 0.33296294198723997
22 28 -0.863589173583132
22 29 0.7889972381742694
22 30 -0.13676907924397597
22 31 -0.5664153908274869
22 32 -0.6707930640423805
22 33 -0.7812909350631592
22 34 0.24501800449610478
23 24 0.9444257982335
23 25 -0.4612419684390978
23 26 -0.7865501386765907
23 27 -0.7460704726246443
23 28 -0.766201278529681
23 29 0.5980545672558673
23 30 -0.5177704463929076
23 31 -0.5979338379274262
23 32 -0.2664832988365837
23 33 0.7291517711098414
23 34 0.936884392052634
24 25 -0.2617215877017671
24 26 -0.6286825724497136
24 27 0.0027233128550838703
24 28 -0.4455063182992878
24 29 -0.3399560989485797
24 30 0.04270298580125309
24 31 0.04272794951187775
24 32 -0.4836530300186863
24 33 0.6001577110273533
24 34 0.074649411102929
25 26 -0.7112612987528337
25 27 0.4803698913386183
25 28 0.08726498832473117
25 29 0.2630624996695501
25 30 0.5204947584758464
25 31 -0.07657511297505648
25 32 -0.4542839867991493
25 33 -0.058111402218071095
25 34 -0.23881711495940028
26 27 0.9610667856302013
26 28 0.8633361836910367
26 29 -0.39467771805533114
26 30 -0.19143436257000013
26 31 0.45036517813380716
26 32 0.9854938533311033
26 33 -0.5103052053322326
26 34 -0.7170302538488624
27 28 0.021965772557239305
27 29 0.5834744453530922
27 30 0.6485313606864234
27 31 0.4095679621517596
27 32 0.8296372186513579
27 33 -0.2063951111798905
27 34 0.5391088550736831
28 29 -0.9653150168007765
28 30 0.667908577879625
28 31 0.43963843693042315
28 32 -0.30747485242850203
28 33 -0.7451799225439277
28 34 -0.6246614206246246
29 30 -0.6283957808366094
29 31 0.08813827651298145
29 32 -0.8036168825813828
29 33 0.1733431538836292
29 34 -0.6448806149470665
30 31 0.39825249248273753
30 32 -0.1715355370035314
30 33 -0.34333678548284285
30 34 0.06696749737837426
31 32 -0.9631556850643261
31 33 -0.9640655142058143
31 34 0.3156446291585331
32 33 0.6715561461835944
32 34 -0.12367203519522718
33 34 -0.8676598772907265
