25 72
0 -0.7825734184419448
1 -0.2312431733678113
2 0.2458628577427222
3 -0.15268060285972695
4 0.5920448700546581
5 0.8020736819468128
6 0.95054334880046
7 0.24204181277632886
8 0.5851673997274673
9 0.6072759648273065
10 0.07368714041587121
11 -0.08545804884728003
12 0.0030892551569450255
13 0.6254247756467024
14 0.15203341530968228
15 0.721757152733469
16 -0.1687684351788239
17 0.4331855199829122
18 -0.04938868326201207
19 -0.04203199858835349
20 -0.5531395154410299
21 0.1522942200707571
22 -0.4540459105931183
23 0.08730301672872143
24 -0.053667145331028454
0 1 0.08198886348682466
0 6 0.21488004586132448
0 8 0.28895194362702914
0 14 0.5108498824160375
0 18 -0.8747280463088583
0 21 -0.7550938458604664
0 22 0.3174380728119255
1 4 -0.554899899089411
1 5 -0.8252895845462931
1 14 -0.7981778442035208
1 22 -0.5918144117525099
2 4 0.11221271529054277
2 5 -0.9957261329481288
2 7 -0.6940039842051353
2 14 0.6550346059860692
2 18 -0.6657979194845729
2 20 -0.07802546767795504
2 21 0.3893485340916416
2 22 -0.0512741028135999
3 17 -0.9077530320440348
3 23 -0.4068469204655658
3 24 0.24981131460317152
4 8 -0.4586611126634499
4 12 -0.4709357805239329
4 14 0.5389113267550125
4 19 0.9487383111390857
4 21 0.5767578803404272
5 8 -0.7654290979231892
5 9 -0.48310633497812483
5 10 -0.24150804235803358
5 11 0.9932348151131558
5 12 -0.19881606965137522
5 13 -0.8650023540888752
5 15 -0.9673183065404809
5 19 0.4572642587877369
6 11 -0.46993831184792056
6 12 0.7023216566504038
6 16 0.3183088716371376
6 19 -0.870374603106989
7 15 -0.9995529390705522
7 16 -0.41805299821819886
7 19 0.6338487129971335
7 21 -0.9571153515472468
8 12 -0.5922197028786282
8 20 0.19255940533922722
9 18 -0.8408395597860887
9 19 0.5347673173600171
9 24 0.6754354029266743
10 12 0.8205925234306146
10 15 -0.972366939595342
10 18 0.10092874227976001
10 23 -0.677810273029483
11 14 0.7794648368279233
11 19 -0.8626817405184777
11 21 -0.7781981428772322
11 24 -0.27197002590465646
12 17 0.18580333869762433
12 19 -0.9282727844425698
12 21 -0.9008768570962495
12 22 0.49599143822770553
13 14 0.5469441498100571
13 16 0.8798549521927679
13 21 -0.004661752932972663
13 23 -0.5747909773494089
14 19 -0.3768278684034061
16 18 0.6313055306349562
16 24 -0.1243711582142466
17 22 -0.0736146691939199
20 23 0.39491221610732197
20 24 0.18614643006105003
22 23 0.9699468750653986
23 24 -0.5591912005160595
